"network","station","name","state","county","lat","lon","area.km2","date.start","date.end","station.keep","n.yrs","n.days.missing","n.days.total","n.days.noflow","prc.days.noflow","BFI.mean","BFI.max","BFI.max.mo","BFI.min","BFI.min.mo","BF.ann.mm_y","Q90.mm_d","Q7day.mm_d","Qmo.min.mm_d","Qmo.min.mo","Qann.mm_y","dQ_dt.slope"
"CANOPEX","05DE003","'WABAMUN CREEK NEAR DUFFIELD'","AB","Canada",53.46166992,-114.3666687,525.588,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","04DC002","'SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE'","ON","Canada",54.28974915,-85.6515274,4634.5,"1968-01-01","2010-12-31",TRUE,37,0,13515,0,0,0.712145258092413,1,2,0.18568942985938,5,101.724133997853,0.0492,0.046054054054054,0.0540434176111595,3,274.345550741564,1.5109496493769
"CANOPEX","05GG010","'GARDEN RIVER NEAR HENRIBOURG'","SK","Canada",53.39389038,-105.6108322,860.607,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08JA003","'WHITESAIL RIVER NEAR OOTSA LAKE'","BC","Canada",53.63888931,-126.7488937,991.507,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05UA003","'GUNISAO RIVER AT JAM RAPIDS'","MB","Canada",53.82221985,-97.77500153,4606.52,"1973-01-01","2009-12-31",TRUE,30,0,10959,0,0,0.741113705156311,0.993286551412065,2,0.336791124260258,5,71.0095304146608,0.06246,0.0647580952380952,0.0867863440860215,3,124.946601672556,1.39259719958443
"CANOPEX","04CD002","'SACHIGO RIVER BELOW OUTLET OF SACHIGO LAKE'","ON","Canada",53.99443817,-92.1472168,3890.98,"1971-01-01","1992-05-28",TRUE,21,3,7457,0,0,0.797390707131337,0.997065856683348,3,0.48831748193283,6,202.103913276856,0.3331,0.297497278911565,0.32947253968254,4,280.071757245471,1.038351421042
"CANOPEX","05DF003","'BLACKMUD CREEK NEAR ELLERSLIE'","AB","Canada",53.41455078,-113.51651,619.913,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","04CE002","'FAWN RIVER BELOW BIG TROUT LAKE'","ON","Canada",53.76667023,-89.55000305,4379.03,"1968-01-01","1991-12-31",TRUE,23,0,8401,0,0,0.868528288066936,0.997211696770157,3,0.678766641599896,6,221.042341010911,0.4183,0.463949689440994,0.486466666666667,4,266.978614220736,1.59752708902429
"CANOPEX","07AG003","'WOLF CREEK AT HIGHWAY NO. 16A'","AB","Canada",53.59835052,-116.271843,839.561,"1954-11-01","2010-12-31",TRUE,57,0,20515,0,0,0.714102139454301,0.989481164048237,1,0.337918105818622,4,51.2815418447051,0.042,0.0311899749373434,0.052878381795196,2,146.529749013574,1.66495530596388
"CANOPEX","05EF005","'BIG GULLY CREEK NEAR MAIDSTONE'","SK","Canada",53.24417114,-109.2958298,1528.15,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","07AB002","'SNAKE INDIAN RIVER NEAR THE MOUTH'","AB","Canada",53.15777969,-118.0327835,1549.86,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05DF004","'STRAWBERRY CREEK NEAR THE MOUTH'","AB","Canada",53.31148911,-114.0520706,567.186,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08KD006","'WILLOW RIVER ABOVE HAY CREEK'","BC","Canada",54.04555893,-122.3730621,2768.81,"1976-01-01","2008-12-31",TRUE,30,0,10957,0,0,0.72600530062985,0.97045886321637,1,0.275830248870459,5,187.139717626623,0.2275,0.203881904761905,0.311838488783943,2,422.132661019284,1.60392587173158
"CANOPEX","05GF001","'SHELL BROOK NEAR SHELLBROOK'","SK","Canada",53.25278091,-106.3858337,2637.74,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05EE009","'VERMILION RIVER AT VEGREVILLE'","AB","Canada",53.49118042,-112.0398026,1569.55,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08JA004","'TETACHUCK RIVER NEAR OOTSA LAKE'","BC","Canada",53.3533287,-125.5694427,3264.93,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05EG004","'CRYSTAL CREEK NEAR IFFLEY'","SK","Canada",52.97972107,-108.1563873,345.006,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08KD007","'BOWRON RIVER BELOW BOX CANYON'","BC","Canada",54.01694107,-122.1028595,3270.02,"1977-01-01","2010-12-31",TRUE,33,0,12053,0,0,0.731070617862788,0.972981582438117,2,0.286469344801314,5,311.357692433721,0.4201,0.379463203463203,0.52734313304721,2,619.133444088958,1.71412235557036
"CANOPEX","05LD001","'OVERFLOWING RIVER AT OVERFLOWING RIVER'","MB","Canada",53.14294052,-101.1025009,3269.72,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08KG003","'BAEZAEKO RIVER AT LOT 10262'","BC","Canada",52.98611069,-123.8027802,1017.98,"1974-10-08","1995-12-31",TRUE,22,7,7762,0,0,0.762826386307056,0.99259209264208,1,0.332016822883592,5,39.0611950632654,0.05614,0.0500597402597403,0.0650669738863287,1,73.2078028481928,1.67268707748846
"CANOPEX","08KE009","'COTTONWOOD RIVER NEAR CINEMA'","BC","Canada",53.15528107,-122.4761124,1850.61,"1965-01-01","1999-03-31",TRUE,35,0,12508,0,0,0.714905624835349,0.974770839597078,1,0.278855727318321,4,162.7033978554,0.1587,0.149137959183673,0.248846082949309,1,415.876307031266,1.59142223579688
"CANOPEX","05GE001","'RADOUGA CREEK NEAR BLAINE LAKE'","SK","Canada",52.69361115,-106.8744431,880.122,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05FA018","'DRIEDMEAT CREEK NEAR THE MOUTH'","AB","Canada",52.88138962,-112.6388931,1168.78,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08KE016","'BAKER CREEK AT QUESNEL'","BC","Canada",52.97306061,-122.519722,1539.47,"1963-07-12","2010-12-31",TRUE,47,11,16986,0,0,0.725875761669749,0.965831900616991,1,0.242984397288005,4,37.0550716803762,0.03494,0.0316179331306991,0.0636650070126227,1,102.512685487315,1.45224404042832
"CANOPEX","05DE007","'ROSE CREEK NEAR ALDER FLATS'","AB","Canada",52.92990875,-115.0110168,527.491,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08KH003","'CARIBOO RIVER BELOW KANGAROO CREEK'","BC","Canada",52.66667175,-121.6708298,3182.39,"1950-01-01","1995-03-31",TRUE,41,0,14700,0,0,0.711274098056891,0.991652320404827,2,0.235967591232586,5,473.529862449145,0.4724,0.452913240418118,0.566094214162349,2,944.271330191668,1.39721219565239
"CANOPEX","08KA007","'FRASER RIVER AT RED PASS'","BC","Canada",52.98627853,-119.0066681,1661.48,"1955-06-01","2010-12-31",TRUE,56,0,20303,0,0,0.688972412150739,0.999899405317729,2,0.208263700446176,6,356.59265902801,0.2782,0.258475510204082,0.276543049853372,3,861.868636510179,1.48487338305585
"CANOPEX","07AA004","'MALIGNE RIVER NEAR JASPER'","AB","Canada",52.93082809,-118.0261078,879.741,"1973-01-01","1997-12-31",TRUE,24,0,8766,0,0,0.681626611934409,0.99999070294854,2,0.198269137359985,6,262.221237867082,0.2288,0.207521428571429,0.225963575268817,3,582.202725811209,0.80453087127333
"CANOPEX","05LB006","'SHAND CREEK NEAR DILLABOUGH'","SK","Canada",52.61832809,-102.7513885,609.697,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05KB003","'CARROT RIVER NEAR ARMLEY'","SK","Canada",53.13639069,-104.0208282,4420.58,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08LA013","'CLEARWATER RIVER AT OUTLET OF HOBSON LAKE'","BC","Canada",52.42166901,-120.3238907,863.839,"1961-01-01","1983-12-31",TRUE,23,0,8400,0,0,0.680684106866773,0.999515469550251,2,0.230765125342559,5,757.667264478623,0.6231,0.581669565217391,0.651360168302945,3,1647.16975549675,1.5352692684328
"CANOPEX","07AA009","'WHIRLPOOL RIVER NEAR THE MOUTH'","AB","Canada",52.72472,-117.9247208,581.298,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","03CE001","'GIPOULOUX (RIVIERE)'","QC","Canada",52.65222168,-76.18611145,3359.4,"1961-01-01","1980-05-30",FALSE,19,1,6725,0,0,0.736855833389621,0.998741955127405,3,0.302900653663709,5,342.599797911725,0.3704,0.330832330827068,0.381190662139219,3,597.00988386656,1.41237583634994
"CANOPEX","03QC002","'ALEXIS RIVER NEAR PORT HOPE SIMPSON'","NL","Canada",52.64860916,-56.87121964,2246.79,"1978-01-01","2010-12-31",TRUE,33,0,12053,0,0,0.734859799586974,0.986444046358671,2,0.167602492801914,5,274.826915842703,0.2411,0.222414285714286,0.302324144672532,3,730.130166484588,1.85145223129165
"CANOPEX","03OE003","'MINIPI RIVER BELOW MINIPI LAKE'","NL","Canada",52.61257935,-61.18544006,1911.17,"1979-01-01","2010-12-31",TRUE,28,0,10226,0,0,0.761319165441461,0.998906250981429,3,0.314386047492995,5,503.114725794756,0.5922,0.547128571428571,0.623222811059908,3,929.665822703436,1.5199098783108
"CANOPEX","08KF001","'NAZKO RIVER ABOVE MICHELLE CREEK'","BC","Canada",52.9291687,-123.5472183,3068.35,"1965-01-01","1995-12-31",TRUE,28,0,10227,0,0,0.742111403077047,0.975304706732128,1,0.3030080711229,5,19.5380938589585,0.0207,0.0200295918367347,0.0335908986175115,1,50.4226480720607,1.4971210439785
"CANOPEX","02XA003","'LITTLE MECATINA RIVER ABOVE LAC FOURMONT'","NL","Canada",52.22980881,-61.31694031,4376.49,"1979-01-01","2010-12-31",TRUE,30,0,10958,0,0,0.756382580030206,0.993094738729522,2,0.214576891119721,5,318.081715371931,0.3415,0.311877619047619,0.359069139784946,3,673.165441132075,1.78547441846707
"CANOPEX","08FC003","'DEAN RIVER BELOW TANSWANKET CREEK'","BC","Canada",52.88972092,-125.7713928,3691.49,"1973-01-01","2010-12-31",TRUE,38,0,13879,0,0,0.727729732595676,0.975892724511006,1,0.223330541518979,5,61.2233259318091,0.0744,0.0719124060150376,0.101396924510718,2,140.6181638863,1.48355182881617
"CANOPEX","08KH010","'HORSEFLY RIVER ABOVE MCKINLEY CREEK'","BC","Canada",52.28971863,-121.0602798,773.318,"1955-06-01","2010-12-31",TRUE,49,0,17746,0,0,0.710646728373359,0.981401823765053,2,0.2133104125904,5,346.104871970232,0.3575,0.324412244897959,0.440001548672566,2,794.376158753988,1.61126336108144
"CANOPEX","08KH019","'MOFFAT CREEK NEAR HORSEFLY'","BC","Canada",52.31528091,-121.4055634,513.877,"1967-01-01","2010-12-31",TRUE,42,0,15341,0,0,0.722084575954168,0.947281098863586,1,0.278454738524815,5,81.943834555481,0.075,0.0692571428571429,0.157326537489469,2,204.58734781161,1.53429446181277
"CANOPEX","05FD005","'RIBSTONE CREEK NEAR CZAR'","AB","Canada",52.48806,-110.7375031,1565.18,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05LE008","'SWAN RIVER NEAR NORQUAY'","SK","Canada",51.99777985,-102.0738907,1920.43,"1974-01-01","1998-12-31",TRUE,25,0,9131,0,0,0.727803504881333,0.994560090232968,1,0.291376665438735,4,21.7103664805223,0.0175,0.0125594285714286,0.0217515580736544,2,69.1018556260623,1.47265318496741
"CANOPEX","05LE004","'WOODY RIVER NEAR BOWSMAN'","MB","Canada",52.25968933,-101.1416092,2219.31,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05RD007","'BERENS RIVER AT OUTLET OF LONG LAKE'","MB","Canada",52.20278168,-96.1027832,3479.27,"1958-01-01","1992-03-31",TRUE,34,0,12144,0,0,0.753431689459647,0.997168641082522,3,0.39302849953688,6,211.453681278179,0.2357,0.273602100840336,0.341076185958254,3,343.444632851531,1.19046729956549
"CANOPEX","08LA004","'MURTLE RIVER ABOVE DAWSON FALLS'","BC","Canada",51.97943878,-120.1036072,1326.93,"1954-01-01","1983-12-31",TRUE,25,0,9131,0,0,0.721354974632869,0.997963198204038,2,0.236149337810057,6,488.43349872242,0.5717,0.515009714285714,0.608025806451613,3,1042.1409096204,1.44077647559819
"CANOPEX","08FB006","'ATNARKO RIVER NEAR THE MOUTH'","BC","Canada",52.3608284,-126.0055084,2519.1,"1965-04-13","2009-12-31",TRUE,40,12,14519,0,0,0.742246406845064,0.966837575929057,2,0.273450950495173,5,180.7827383467,0.2487,0.231485714285714,0.321405210918114,3,352.598006087568,1.49026161581656
"CANOPEX","04FA003","'PINEIMUTA RIVER AT EYES LAKE'","ON","Canada",52.30828094,-88.7603302,4778.15,"1966-10-01","2010-12-31",TRUE,39,0,13972,0,0,0.71572445857271,0.9999967170544,2,0.187034871442395,5,165.400109161394,0.1269,0.119178388278388,0.132384465195246,3,349.366738238753,1.66759518818102
"CANOPEX","05MC001","'ASSINIBOINE RIVER AT STURGIS'","SK","Canada",51.93972015,-102.5469437,1912.58,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05LE005","'ROARING RIVER NEAR MINITONAS'","MB","Canada",52.15089035,-101.0602493,925.711,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05DA006","'NORTH SASKATCHEWAN RIVER AT SASKATCHEWAN CROSSING'","AB","Canada",51.96667099,-116.7249985,1241.58,"1967-01-01","1969-12-31",FALSE,3,0,1096,0,0,0.64668522047634,1,2,0.161790654990244,6,395.17564703642,0.1969,0.1751,0.212494623655914,3,1071.9221545098,1.36118258201563
"CANOPEX","05DA002","'SIFFLEUR RIVER NEAR THE MOUTH'","AB","Canada",52.04417038,-116.3838882,505.641,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05DB003","'CLEARWATER RIVER ABOVE LIMESTONE CREEK'","AB","Canada",51.9916687,-115.4333267,1318.73,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08LB047","'NORTH THOMPSON RIVER AT BIRCH ISLAND'","BC","Canada",51.60277939,-119.9152832,4418.81,"1961-01-01","2010-12-31",TRUE,50,0,18262,0,0,0.686422032655511,0.989135390686214,2,0.24093397266866,5,504.7843305729,0.4673,0.388803142857143,0.549232082152974,2,1075.18448030028,1.36535573195617
"CANOPEX","08ND012","'GOLDSTREAM RIVER BELOW OLD CAMP CREEK'","BC","Canada",51.66833115,-118.5969391,926.086,"1964-01-01","2010-12-31",TRUE,47,14,17167,0,0,0.684899700465348,0.993091299805039,2,0.229834052906178,5,585.433986700485,0.5411,0.450037689969605,0.595060918674699,2,1316.23225423589,1.36046409438633
"CANOPEX","08LA008","'MAHOOD RIVER AT OUTLET OF MAHOOD LAKE'","BC","Canada",51.93193817,-120.2413864,4654.18,"1958-01-01","1984-12-31",TRUE,23,13,8401,0,0,0.734119899336781,0.976430720421313,1,0.200828287894672,5,103.923287590047,0.1145,0.107655279503106,0.174430615384615,2,228.102620460583,1.28054156059355
"CANOPEX","08NB012","'BLAEBERRY RIVER ABOVE WILLOWBANK CREEK'","BC","Canada",51.48139191,-116.9683304,577.79,"1970-01-01","2010-12-31",TRUE,38,0,13879,0,0,0.67041685265356,0.999006679703151,2,0.225455748958006,5,384.653099045331,0.3036,0.261625563909774,0.318153588070829,2,905.902247834404,1.22079276138912
"CANOPEX","05CA001","'RED DEER RIVER NEAR SUNDRE'","AB","Canada",51.70000076,-114.8555603,2452.53,"1970-01-01","1971-12-31",FALSE,2,0,730,0,0,0.718428877190131,0.994194630198235,12,0.23971168555255,6,113.120465875382,0.1515,0.126492857142857,0.148896774193548,12,256.64885,1.64213126064943
"CANOPEX","08GD007","'MOSLEY CREEK NEAR DUMBELL LAKE'","BC","Canada",51.4086113,-124.9316711,1501.85,"1982-01-01","1995-03-31",FALSE,14,0,4838,0,0,0.675957037964455,0.967524971330889,2,0.275636008828893,6,463.398702985625,0.4372,0.365144897959184,0.549730126582278,2,1028.01486057727,1.53294879756526
"CANOPEX","05MD007","'SHELL RIVER NEAR ROBLIN'","MB","Canada",51.3619194,-101.256218,1248.76,"1963-01-01","1976-12-31",FALSE,14,0,5114,0,0,0.761943156592682,0.998269114624217,2,0.333389293498927,4,21.8293921720581,0.0237,0.0208908163265306,0.0333141414141414,2,55.854795959596,1.64272768549598
"CANOPEX","08ND009","'DOWNIE CREEK NEAR REVELSTOKE'","BC","Canada",51.47694016,-118.42556,626.806,"1954-01-01","1982-12-31",TRUE,23,0,8400,0,0,0.683461695235607,0.999317708744634,2,0.228789307477051,5,685.604537712723,0.5927,0.521334161490683,0.670419775596073,3,1524.33568798821,1.22975724711025
"CANOPEX","05JH005","'LEWIS CREEK NEAR IMPERIAL'","SK","Canada",51.30056,-105.3811111,576.811,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05JJ009","'SALINE CREEK NEAR NOKOMIS'","SK","Canada",51.41611099,-105.1030579,557.748,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08LB069","'BARRIERE RIVER BELOW SPRAGUE CREEK'","BC","Canada",51.24721909,-119.9305573,602.766,"1964-06-01","2010-12-31",TRUE,46,0,16650,0,0,0.713603549831559,0.976144493308823,1,0.185591810375895,5,226.556265133482,0.2422,0.229465217391304,0.332667427222659,2,603.227194532283,1.40967985167393
"CANOPEX","08LE027","'SEYMOUR RIVER NEAR SEYMOUR ARM'","BC","Canada",51.26250076,-118.9466705,780.845,"1970-01-01","2010-12-31",TRUE,41,0,14975,0,0,0.687390615713823,0.978310973000669,1,0.282765122493155,5,639.879927112206,0.66544,0.53403031358885,0.800734697088906,1,1457.85925292978,1.40657008849503
"CANOPEX","08GD005","'HOMATHKO RIVER BELOW NUDE CREEK'","BC","Canada",51.37443924,-124.76194,1893.37,"1982-01-01","1995-03-31",FALSE,10,0,3377,0,0,0.688390630052044,0.981352072296003,2,0.288248974712157,6,330.911079880265,0.3509,0.31999,0.416669858156028,2,694.219556028369,1.5030306557939
"CANOPEX","04FA002","'KAWINOGANS RIVER NEAR PICKLE CROW'","ON","Canada",51.64831161,-89.88691711,1374.52,"1968-01-01","1992-12-31",TRUE,25,0,9132,0,0,0.743679429136469,0.999334939803391,2,0.242154088324837,5,189.044644434517,0.203,0.192089714285714,0.219064516129032,3,351.531751009901,1.65489749996841
"CANOPEX","05BH003","'NOSE CREEK AT CALGARY'","AB","Canada",51.12221909,-114.0458298,871.986,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08MB006","'BIG CREEK ABOVE GROUNDHOG CREEK'","BC","Canada",51.52305984,-123.1144409,969.124,"1975-01-01","2010-12-31",TRUE,36,0,13149,0,0,0.685228880380686,0.99125151967607,1,0.192074858161242,5,76.0678479916793,0.0505,0.0471956349206349,0.0614949852507375,2,193.767829031465,1.56406516454261
"CANOPEX","08NB019","'BEAVER RIVER NEAR THE MOUTH'","BC","Canada",51.50971985,-117.4616699,1140.71,"1985-01-01","2010-12-31",TRUE,26,0,9496,0,0,0.684007095030014,0.99366625376862,2,0.233633126070976,5,508.220313599794,0.4688,0.374467032967033,0.514944822888283,2,1141.75146273318,1.47473002241883
"CANOPEX","08NA006","'KICKING HORSE RIVER AT GOLDEN'","BC","Canada",51.29999924,-116.9680634,1735.34,"1974-01-01","2010-12-31",TRUE,37,0,13514,0,0,0.677440268365983,0.998123420291759,2,0.237616064953422,5,302.189469371443,0.2569,0.208950193050193,0.26752966507177,2,728.01537116255,1.36092169833092
"CANOPEX","05HF005","'MACDONALD CREEK NEAR BOUNTY'","SK","Canada",51.53221893,-107.4122162,2284.16,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05SD003","'FISHER RIVER NEAR DALLAS'","MB","Canada",51.35617065,-97.51222229,1537.12,"1962-01-01","1996-12-31",TRUE,35,0,12784,0,0,0.774839765259762,0.99478988939917,1,0.294596812479489,4,9.58006263023479,0.008,0.00713632653061224,0.0108865520728008,2,37.3527234580384,1.3348758702667
"CANOPEX","08ND013","'ILLECILLEWAET RIVER AT GREELEY'","BC","Canada",51.01361084,-118.0824966,1153.97,"1963-11-15","2010-12-31",TRUE,48,14,17228,0,0,0.677449288438715,0.993058839378483,2,0.231504051990023,5,635.853583860458,0.5615,0.457831547619048,0.594101430722892,2,1439.69319997179,1.54440000266366
"CANOPEX","08LD001","'ADAMS RIVER NEAR SQUILAX'","BC","Canada",50.9383316,-119.6544418,3139.95,"1950-01-01","2010-12-31",TRUE,57,0,20818,0,0,0.71952595198431,0.996546609720352,2,0.281525099239809,6,383.86991437361,0.454,0.440754135338346,0.497912790039615,3,717.497654018514,1.33573560473945
"CANOPEX","05BH009","'JUMPINGPOUND CREEK NEAR THE MOUTH'","AB","Canada",51.15444183,-114.5283279,603.808,"1971-01-01","2005-12-31",TRUE,35,0,12784,188,1.47,0.656937492373352,0.914545686231765,1,0.335558408671067,5,30.4615068527296,0.015,0.0080865306122449,0.0204508755760369,1,90.1669958081756,1.35602774805952
"CANOPEX","08MA002","'CHILKO RIVER AT OUTLET OF CHILKO LAKE'","BC","Canada",51.62527847,-124.1419373,2131.76,"1950-01-01","2010-12-31",TRUE,44,13,16070,0,0,0.694195028734816,0.997054055595685,3,0.230381137590091,6,315.883319088886,0.3238,0.311471103896104,0.364515984848485,4,632.860673192922,1.15073116593141
"CANOPEX","05LJ045","'WILSON RIVER NEAR ASHVILLE'","MB","Canada",51.15613937,-100.3324966,498.955,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08LE024","'EAGLE RIVER NEAR MALAKWA'","BC","Canada",50.93638992,-118.7997208,917.773,"1966-01-01","2010-12-31",TRUE,45,0,16436,0,0,0.701020141643462,0.976025811595184,1,0.286723460036187,5,601.051743446439,0.6929,0.573778412698413,0.834228874901652,2,1294.53450627502,1.41729247385774
"CANOPEX","08MA003","'TASEKO RIVER AT OUTLET OF TASEKO LAKES'","BC","Canada",51.37944031,-123.6305618,1735.81,"1983-01-01","2010-12-31",TRUE,28,0,10227,0,0,0.675218899065955,0.998143828317839,2,0.208880646328781,6,279.181164977427,0.2125,0.199053571428571,0.231981797235023,3,675.917196523388,1.58144288550528
"CANOPEX","08ME025","'YALAKOM RIVER ABOVE ORE CREEK'","BC","Canada",50.91249847,-122.2372208,579.952,"1983-01-01","2010-12-31",TRUE,28,0,10227,0,0,0.752258531535783,0.992286093934281,2,0.32650246643235,6,132.174060040174,0.2041,0.176236224489796,0.220184323640961,2,236.157550347661,1.20753094885577
"CANOPEX","05HE001","'SNAKEBITE CREEK NEAR BEECHY'","SK","Canada",50.80167007,-107.2752838,403.39,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","08NE001","'INCOMAPPLEUX RIVER NEAR BEATON'","BC","Canada",50.77360916,-117.6766663,1015.65,"1953-01-01","1996-04-26",TRUE,44,4,15826,0,0,0.679269833448496,0.991719679379311,1,0.240523452294615,5,795.421844139895,0.74099,0.651564285714286,0.781987288817377,2,1735.07643585241,1.45238011366649
"CANOPEX","05SC002","'ICELANDIC RIVER NEAR RIVERTON'","MB","Canada",50.96472168,-97.03746796,1380.39,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","05BJ005","'ELBOW RIVER ABOVE GLENMORE DAM'","AB","Canada",51,-114.0999985,1168.82,"1950-01-01","1977-12-31",TRUE,28,0,10227,0,0,0.735672714765081,0.96253657586823,1,0.372257222642529,6,137.00882815387,0.1988,0.136515306122449,0.221421082949309,1,260.560695638432,1.27181149473978
"CANOPEX","05RA001","'MANIGOTAGAN RIVER NEAR MANIGOTAGAN'","MB","Canada",51.10128021,-96.28302765,1822.51,"1961-01-01","1996-12-31",TRUE,36,0,13149,0,0,0.750166334762615,0.965902054337727,2,0.349822639934439,5,79.6224824160397,0.0849,0.0943642857142857,0.140799641577061,3,151.504682964602,1.29741830361054
"CANOPEX","05QE012","'LONG-LEGGED RIVER BELOW LONG-LEGGED LAKE'","ON","Canada",50.67699814,-93.97019196,588.44,"1980-01-01","2010-12-31",TRUE,31,0,11323,0,0,0.76439456352823,0.968425681846318,3,0.433165223485847,5,118.817990126596,0.13602,0.164348847926267,0.231575650364204,3,194.187853748711,1.39250681049931
"CANOPEX","08NH119","'DUNCAN RIVER BELOW B.B. CREEK'","BC","Canada",50.63806152,-117.0472183,1315.89,"1964-01-01","2010-12-31",TRUE,47,0,17167,0,0,0.671115534610764,0.997749339627634,2,0.213648405293337,5,625.519736578647,0.50072,0.435075683890577,0.521148870481928,2,1485.42327475647,1.58331653954291
"CANOPEX","05LJ007","'TURTLE RIVER NEAR LAURIER'","MB","Canada",50.94881058,-99.52674866,1028.55,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CANOPEX","04KA001","'KWATABOAHEGAN RIVER NEAR THE MOUTH'","ON","Canada",51.16083145,-80.86393738,4180.57,"1967-10-01","2010-12-31",TRUE,39,0,13970,0,0,0.701139317184881,0.999210929125698,2,0.205181222802793,5,102.162096078676,0.0364,0.0345282051282051,0.0507509337860781,3,315.520840331742,1.40412225778654
"CANOPEX","05RA002","'BLACK RIVER NEAR MANIGOTAGAN'","MB","Canada",50.86167145,-96.2527771,772.403,"1960-03-01","1992-03-31",TRUE,32,0,11354,24,0.21,0.692017751525886,0.998796840289934,2,0.265103890365534,5,42.2884611794959,0.0114,0.0143428571428571,0.0447479452054795,2,136.905959199624,1.20310182949812
